0	9
0	36
0	41
0	66
0	116
0	123
0	131
0	132
0	134
0	176
0	180
0	183
0	227
0	273
0	295
0	389
0	444
0	467
0	479
0	486
0	675
0	710
0	861
1	2
1	6
1	14
1	25
1	36
1	52
1	59
1	82
1	89
1	90
1	132
1	134
1	135
1	149
1	178
1	192
1	208
1	220
1	223
1	245
1	270
1	281
1	305
1	309
1	324
1	326
1	355
1	358
1	394
1	440
1	458
1	503
1	565
1	571
1	600
1	602
1	730
1	792
1	813
1	900
2	70
2	160
2	164
2	236
2	322
2	892
3	9
3	17
3	32
3	37
3	49
3	55
3	58
3	59
3	65
3	69
3	73
3	79
3	83
3	93
3	136
3	191
3	194
3	219
3	241
3	248
3	265
3	279
3	282
3	355
3	362
3	373
3	384
3	395
3	428
3	431
3	445
3	456
3	508
3	562
3	600
3	630
3	703
3	730
3	763
3	835
3	934
3	1125
4	113
4	135
4	173
4	247
4	384
4	413
4	475
4	549
5	6
5	147
5	231
5	267
5	282
5	384
5	404
5	646
6	23
6	167
6	191
6	200
6	201
6	600
7	8
7	29
7	30
7	65
7	104
7	164
7	185
7	316
7	317
7	318
7	456
7	882
8	42
8	63
8	223
8	284
8	479
8	653
9	99
9	1032
10	58
10	134
10	235
10	249
10	318
10	465
10	769
11	55
11	270
11	320
11	399
11	511
11	776
11	823
11	939
12	127
12	617
13	36
13	72
13	118
13	156
13	174
13	208
13	285
13	350
13	602
13	607
13	644
13	647
13	771
14	87
14	99
14	119
14	149
14	248
14	839
14	882
14	903
15	35
15	55
15	58
15	79
15	90
15	107
15	345
15	360
15	366
15	487
15	572
15	587
15	622
15	702
16	17
17	20
17	26
17	32
17	42
17	48
17	53
17	58
17	62
17	70
17	74
17	85
17	93
17	96
17	106
17	123
17	127
17	130
17	134
17	135
17	143
17	155
17	173
17	217
17	247
17	254
17	279
17	287
17	305
17	315
17	338
17	354
17	359
17	368
17	370
17	384
17	393
17	404
17	413
17	430
17	480
17	525
17	541
17	556
17	563
17	567
17	592
17	599
17	623
17	674
17	703
17	705
17	789
17	892
17	908
17	915
17	945
17	969
17	1004
17	1060
18	35
18	42
18	91
18	382
18	474
19	208
19	210
19	248
20	115
20	132
20	147
20	149
20	152
20	167
20	171
20	260
20	300
20	312
20	352
20	360
20	431
20	444
20	458
20	500
20	543
20	869
20	1038
20	1113
22	23
23	201
23	387
23	434
23	521
24	25
24	55
24	57
24	74
24	128
24	199
24	209
24	210
24	225
24	248
24	280
24	313
24	341
24	343
24	347
24	368
24	384
24	433
24	437
24	490
24	598
24	606
24	702
25	29
25	49
25	59
25	123
25	180
25	250
25	309
25	352
25	457
25	539
25	1057
26	27
26	123
26	138
26	143
26	191
26	248
26	437
26	540
27	41
27	120
27	123
27	367
27	493
27	587
27	623
27	719
27	760
28	30
28	41
28	61
28	78
28	96
28	109
28	110
28	123
28	127
28	193
28	241
28	264
28	404
28	412
28	468
28	602
28	888
29	37
29	101
29	118
29	120
29	123
29	133
29	135
29	166
29	223
29	441
29	462
29	469
29	470
29	473
29	474
29	629
29	630
29	634
29	744
29	817
30	140
30	281
30	287
30	422
30	434
30	821
31	50
31	79
31	91
31	98
31	101
31	104
31	112
31	130
31	158
31	163
31	166
31	189
31	267
31	268
31	271
31	279
31	280
31	282
31	433
31	453
31	490
31	499
31	548
31	612
31	758
31	917
32	127
32	136
32	148
32	248
32	431
32	445
32	450
32	536
33	34
33	87
33	96
33	328
33	351
33	415
33	951
33	979
34	210
34	529
34	769
35	36
35	91
35	117
35	190
35	198
35	241
35	265
35	341
35	360
35	618
35	694
35	736
35	839
36	59
36	72
36	90
36	108
36	116
36	117
36	118
36	132
36	134
36	150
36	164
36	171
36	174
36	191
36	209
36	261
36	350
36	352
36	358
36	367
36	373
36	412
36	436
36	456
36	490
36	530
36	561
36	580
36	941
36	1044
36	1078
37	66
37	79
37	90
37	118
37	122
37	171
37	248
37	282
37	287
37	293
37	308
37	341
37	353
37	435
37	441
38	39
40	205
41	42
41	53
41	78
41	200
41	284
41	295
41	296
41	303
41	345
41	434
41	493
41	623
41	675
41	683
41	710
41	760
42	180
42	210
42	284
42	465
42	476
42	586
43	230
46	259
46	751
48	67
48	79
48	85
48	118
48	182
48	235
48	246
48	267
48	352
48	367
48	386
48	435
48	458
48	480
48	602
48	692
48	975
48	1002
49	50
49	77
49	110
49	125
49	154
49	159
49	238
49	254
49	277
49	282
49	312
49	417
49	437
49	468
49	508
49	627
50	79
50	248
50	270
50	272
50	361
50	406
50	450
50	642
50	758
50	1048
51	52
51	53
52	53
52	107
52	155
52	207
52	281
52	523
52	555
52	730
52	733
53	133
53	134
53	231
53	315
53	467
53	1089
53	1090
54	55
54	59
54	305
55	85
55	155
55	186
55	248
55	282
55	320
55	337
55	366
55	385
55	399
55	419
55	454
55	482
55	511
55	600
55	731
55	823
55	939
55	958
55	1054
57	58
57	83
57	85
57	152
57	164
57	180
57	219
57	225
57	241
57	263
57	476
57	483
57	980
58	66
58	83
58	105
58	107
58	122
58	123
58	152
58	246
58	271
58	274
58	282
58	315
58	341
58	346
58	353
58	370
58	375
58	378
58	440
58	463
58	521
58	530
58	552
58	558
58	617
58	627
58	628
58	702
58	724
58	859
59	60
59	65
59	66
59	403
59	436
59	444
59	980
60	105
60	123
60	180
60	191
60	208
60	279
60	341
60	354
60	385
61	96
61	98
61	123
61	241
61	287
61	475
62	164
62	180
62	196
62	199
62	200
62	215
62	216
62	217
62	251
62	254
62	256
62	326
62	409
62	465
62	485
62	530
62	642
62	644
62	770
62	789
62	801
62	932
62	962
63	64
63	67
63	77
63	99
63	155
63	160
63	178
63	294
63	337
63	341
63	380
63	396
63	437
63	478
63	583
63	642
63	785
63	866
63	900
63	970
64	929
65	66
65	69
65	87
65	134
65	148
65	154
65	159
65	200
65	268
65	288
65	294
65	316
65	317
65	318
65	342
65	351
65	358
65	361
65	370
65	381
65	389
65	437
65	454
65	477
65	483
65	548
65	557
65	611
65	630
65	841
65	885
65	1062
66	73
66	77
66	87
66	105
66	108
66	115
66	123
66	128
66	148
66	163
66	178
66	196
66	225
66	237
66	267
66	279
66	280
66	282
66	318
66	357
66	365
66	383
66	389
66	414
66	420
66	468
66	516
66	570
66	644
66	738
66	751
66	754
66	792
66	827
66	987
66	1110
67	77
67	79
67	105
67	119
67	130
67	134
67	136
67	233
67	461
67	522
67	929
67	968
68	180
68	185
68	235
68	354
68	462
68	469
69	362
70	71
70	72
70	73
70	134
70	389
70	640
70	655
70	854
71	72
71	73
72	73
72	97
72	156
72	204
72	397
72	476
72	485
72	654
72	787
72	904
73	79
73	120
73	126
73	165
73	168
73	192
73	213
73	279
73	302
73	303
73	306
73	309
73	313
73	337
73	355
73	450
73	458
73	498
73	600
73	685
73	825
73	971
73	1127
74	225
74	248
74	262
74	283
74	367
74	425
74	555
75	191
75	223
75	225
75	612
75	638
75	753
77	78
77	79
77	118
77	123
77	150
77	206
77	235
77	241
77	262
77	270
77	308
