363	1
1037	1
1279	1
1903	1
2446	1
2472	1
2836	1
3108	1
3655	1
5275	1
159	2
496	2
1502	2
2407	2
3352	2
4246	2
5074	2
5418	2
233	3
1529	3
2544	3
3925	3
4153	3
4719	3
5059	3
5101	3
5249	3
2127	4
2631	4
23	5
2645	5
212	6
760	6
1983	6
4642	6
291	7
371	7
382	7
394	7
1142	7
3517	7
3909	7
3971	7
4250	7
1026	8
1739	8
1821	8
3219	8
3292	8
3522	8
4044	8
4082	8
4214	8
824	9
1078	9
2255	9
5373	9
280	10
1579	10
4225	10
165	11
1147	11
4147	11
5072	11
324	12
722	13
822	13
1037	13
1398	13
1638	13
1651	13
2219	13
2272	13
3046	13
4087	13
4639	13
5410	13
147	14
502	14
1549	14
2207	14
2342	14
2588	14
3360	14
3659	14
3660	14
3746	14
4526	14
4583	14
5286	14
5408	14
39	15
1148	15
3237	15
3377	15
3437	15
3502	15
4177	15
5416	15
5200	16
81	17
1186	17
1913	17
2233	17
3508	17
3575	17
3701	17
5305	17
4340	18
139	19
1550	19
2027	19
2044	19
2372	19
2832	19
3316	19
3958	19
4138	19
4346	19
4864	19
5181	19
5332	19
4359	20
1798	21
3781	21
3971	21
4533	21
1871	22
5	23
530	23
1286	23
2715	23
2716	23
2839	23
3115	23
3856	23
4503	23
3971	24
4704	24
3692	25
615	26
973	26
1030	26
1597	26
2038	26
2373	26
2485	26
2843	26
2987	26
3162	26
3281	26
3305	26
3460	26
3603	26
3711	26
3953	26
4503	26
5049	26
1285	27
1733	27
1811	27
1989	27
2127	27
4511	27
368	28
3592	28
3875	28
4742	28
4879	28
4925	28
5086	28
5181	28
3136	29
3340	29
3466	29
3924	29
5245	29
1662	30
2889	30
320	31
3822	31
4771	31
4902	31
2207	32
2796	32
3502	33
569	34
1129	34
2407	34
2625	34
2923	34
2935	34
4548	34
5415	34
425	35
581	35
691	35
909	35
1348	35
1929	35
2357	35
2646	35
2740	35
2870	35
3103	35
3561	35
4356	35
4681	35
291	36
910	36
936	36
3130	36
4265	36
4850	36
956	37
1983	38
15	39
1108	39
2887	39
2944	39
4082	39
4261	39
4383	39
4415	39
4659	39
4852	39
5306	39
442	40
485	40
822	40
1239	40
1983	40
2019	40
4026	40
4086	40
4190	40
5287	40
5388	40
3206	41
1410	42
4373	43
1678	44
1801	44
2797	44
3157	44
3207	44
3370	44
3499	44
4415	44
4731	44
4815	44
2337	45
5035	45
4643	46
306	47
327	47
766	47
1290	47
2979	47
3189	47
3277	47
1428	48
4710	48
5103	48
2393	49
3458	49
1944	50
4178	50
4816	50
5108	50
320	51
1266	51
1592	51
2008	51
3851	51
5416	51
3708	52
5211	52
3715	53
255	54
1697	54
3505	54
3769	54
4276	54
4484	54
4496	54
4784	54
4852	54
5211	54
635	55
959	55
3477	55
3645	55
4084	55
4220	55
4258	55
4825	55
5067	55
217	56
280	56
1537	56
3528	56
4132	56
4808	56
532	57
1021	57
1254	57
1282	57
1772	57
2030	57
2587	57
3298	57
3317	57
3443	57
3560	57
3591	57
3754	57
3974	57
4060	57
4137	57
5200	57
5215	57
5342	57
5420	57
4693	58
1114	59
1296	59
3313	59
4269	59
1626	60
2572	60
2819	61
585	62
699	62
829	62
1290	62
1483	62
1959	62
2036	62
2245	62
2449	62
2793	62
3033	62
3103	62
3790	62
4417	62
4750	62
5305	62
286	63
2337	63
2382	63
2672	63
3692	63
3798	63
1574	64
2733	64
5172	65
1473	66
1641	66
5163	67
153	68
354	68
599	68
740	68
799	68
984	68
1159	68
1344	68
1714	68
2548	68
2841	68
3485	68
1857	69
346	70
769	70
924	70
1134	70
1859	70
2515	70
2657	70
3323	70
3324	70
4756	70
5167	70
4139	71
92	72
276	72
305	72
432	72
561	72
1021	72
1028	72
1119	72
1191	72
1218	72
1473	72
2103	72
2195	72
2263	72
2482	72
2486	72
2587	72
2702	72
2830	72
2841	72
3059	72
3107	72
3300	72
3458	72
3574	72
3619	72
3645	72
3949	72
4547	72
4656	72
4731	72
4956	72
5075	72
5191	72
5289	72
261	73
344	73
363	73
410	73
519	73
608	73
936	73
1037	73
1355	73
1893	73
2039	73
2429	73
2449	73
3133	73
3290	73
3433	73
3465	73
3728	73
3855	73
4128	73
4361	73
4478	73
4583	73
4653	73
1921	74
2337	74
4604	74
829	75
1472	75
2283	75
3847	75
4053	75
4417	75
5404	75
3016	76
120	77
128	77
657	77
1617	77
2943	77
3393	77
4073	77
297	78
1251	78
3468	78
4483	78
5149	78
243	79
1555	79
1711	79
2750	79
2841	79
3277	79
3355	79
4358	79
4446	79
5265	79
5281	79
3576	80
17	81
176	81
322	81
495	81
1011	81
1823	81
2326	81
2951	81
3958	81
4201	81
5062	81
5100	81
5270	81
2837	82
3637	82
3974	82
3415	83
4342	83
691	84
2392	84
2480	84
3097	84
3246	84
3253	84
3526	84
4087	84
4296	84
4320	84
4422	84
4841	84
5150	85
418	86
828	86
1886	86
2249	86
4526	87
114	88
3089	88
4861	89
3608	90
4693	90
4888	90
1673	91
72	92
217	92
280	92
305	92
421	92
851	92
901	92
967	92
1226	92
1635	92
1637	92
1689	92
1749	92
1758	92
1886	92
1981	92
2109	92
2169	92
2357	92
2480	92
2630	92
2655	92
2665	92
2841	92
2903	92
3400	92
3702	92
3811	92
4093	92
4138	92
4392	92
4684	92
4971	92
1076	93
2256	93
594	94
734	94
766	94
1350	94
2194	94
2249	94
3374	94
3540	94
4347	94
4980	94
5067	94
657	95
2366	95
2888	95
185	96
211	96
763	97
1945	97
2000	98
2244	98
3084	98
4122	98
4745	98
2979	99
3916	100
4219	101
544	102
1002	102
1197	102
2479	102
2732	102
2817	102
3059	102
4761	102
5081	102
547	103
1574	103
2148	103
2398	103
2521	103
801	104
907	105
3641	105
581	106
2191	106
2893	106
3794	106
4096	106
4705	106
5205	106
3789	107
1042	108
3787	108
4244	108
4680	108
4759	109
2789	110
525	111
5046	111
707	112
2453	112
2575	112
4205	112
1032	113
1200	113
1509	113
2883	113
3258	113
4137	113
88	114
1953	114
592	115
1533	115
3770	115
5173	115
1638	116
4320	116
340	117
703	117
909	117
1228	117
1452	117
1651	117
2019	117
2105	117
2162	117
2203	117
2223	117
2534	117
2812	117
2855	117
3279	117
3454	117
3858	117
3924	117
4273	117
4372	117
4541	117
5378	117
442	118
3153	118
4111	118
4437	118
4201	119
77	120
877	120
1033	120
1322	120
2366	120
2987	120
3973	120
817	121
2286	122
2549	122
