2552	1
1646	2
480	3
2229	3
1872	4
41	5
1378	5
1525	5
2068	5
1732	6
540	7
912	7
2143	8
901	9
1378	9
2390	9
493	10
1185	10
2391	10
822	11
2750	11
567	12
1684	12
2502	12
499	13
1411	13
2321	13
2661	13
2706	13
510	14
674	14
1957	14
1213	15
1379	15
1738	15
2372	15
2716	15
218	16
498	16
1806	16
2227	16
2612	16
2738	16
1550	17
2453	17
2691	17
2238	18
242	19
246	19
348	19
353	19
1311	19
1384	19
1521	19
1701	19
1820	19
1859	19
1907	19
2178	19
2245	19
2398	19
2415	19
106	20
737	21
1873	21
2192	21
2559	21
186	22
403	22
484	22
574	22
1171	22
2562	22
127	23
1933	23
41	24
53	24
1319	24
1344	24
1386	24
1460	24
1630	24
2131	24
2260	24
2603	24
347	25
435	25
850	25
1278	25
1730	25
2110	25
2485	25
2490	25
2713	25
324	26
2641	26
2683	27
54	28
622	28
1610	28
1898	28
1987	28
1992	28
2517	28
102	29
2044	29
2777	30
375	31
692	31
442	32
2436	32
517	33
1031	33
1802	33
2668	33
186	34
511	35
576	35
1065	35
1456	35
1563	35
1631	35
2633	35
979	36
2208	36
1031	37
1129	37
1243	37
1785	37
2022	37
2094	37
2176	37
2737	37
1305	38
459	39
763	39
857	39
1182	39
1295	39
2037	39
2398	39
2774	39
204	40
460	40
677	40
963	40
1468	40
1486	40
1633	40
1664	40
2480	40
2641	40
2701	40
2742	40
5	41
24	41
324	41
349	41
716	41
723	41
874	41
1174	41
1525	41
2009	41
2077	41
2089	41
2222	41
2436	41
2554	42
804	43
1179	43
1207	43
1277	43
1358	43
1374	43
2752	43
1867	44
2606	44
373	45
411	45
524	45
834	45
1485	45
2075	45
200	46
1100	46
1268	46
1579	46
1606	46
1727	46
459	47
988	47
1436	47
1905	47
1990	47
2058	47
2691	47
2775	47
2798	47
276	48
450	48
457	48
651	48
2373	48
145	49
1119	49
1659	49
419	50
457	50
1291	50
1580	50
1678	50
1825	50
2090	50
2147	50
2425	50
2504	50
2728	50
